age,id,became_member_on,income,F,M,O,no_gender,orig_id
0,11748,20170809,,0,0,0,1,35021cb17d1f4f23963dfeb34d32261e
64,11749,20180720,62000.0,1,0,0,0,daafc0a8d76f452fa885b342b9236815
43,11750,20171026,48000.0,0,1,0,0,c3728cf0ae5348e8b9559fd41cfff818
87,11751,20170922,70000.0,1,0,0,0,6fab5f957f8a45ceac92c3dd4bb62f9c
51,11752,20170802,43000.0,1,0,0,0,9e02f2fa76264d0dbd1ec9e95291cddb
65,11753,20170901,62000.0,1,0,0,0,f4e159dd12ac41779c2fd8ba3b68dcdb
84,11754,20151001,70000.0,0,1,0,0,daca8dbd28a4469d9b6969e883b308c8
51,11755,20180430,75000.0,0,1,0,0,24af8aec316e4416ac96ddefba45b873
60,11756,20160130,115000.0,0,1,0,0,36329ff7770243fbbec5a8f2c3600494
27,11757,20180709,33000.0,0,1,0,0,a4c60efb39d442f2aa5ee98e5b0c8e46
77,11758,20161217,37000.0,0,1,0,0,82c5881eb4814d25ba4927a563d719e2
23,11759,20180321,38000.0,0,1,0,0,24319b0f9bdf43709d92140f202c7549
49,11760,20160415,112000.0,0,1,0,0,25b56c38ef4e4a138d857697262d6294
32,11761,20161018,37000.0,0,1,0,0,2c4204deed88461cb5d84f962fbc0b69
46,11762,20170819,47000.0,0,1,0,0,2ef99d1b091649ceb0c81f18c788d327
56,11763,20171001,73000.0,1,0,0,0,7a25184a373140418490fb812f520902
65,11764,20170924,82000.0,0,1,0,0,06d34b0fb66e4feea9b2c765755a8e1f
45,11765,20171014,51000.0,0,1,0,0,d02a68a052244f20a5c3ab0540607a1d
70,11766,20131107,73000.0,0,1,0,0,3fce5f7edeaf4ad1baf119ed8a92c3b6
80,11767,20180307,70000.0,1,0,0,0,d98603fa5f1a4d21ab15555bdeb5fa8e
56,11768,20171106,35000.0,0,1,0,0,017a93d1204f457bbe85f5e7de062b56
40,11769,20160506,61000.0,0,1,0,0,8c0b5eb519bb497783bdc41ebddefa04
64,11770,20171023,63000.0,1,0,0,0,53fb2887a85740458623a509143ee3c0
51,11771,20160807,73000.0,0,1,0,0,c9143a47b0ce40ab828266c239e08c8b
61,11772,20160815,81000.0,1,0,0,0,901ae89d52174d75866782d162ea1d8f
92,11773,20180614,63000.0,0,1,0,0,47abadbd4d4c42e2b38f71808f9c6cf3
0,11774,20141111,,0,0,0,1,8a2ce69930a740ba9a1de18a509abba7
0,11775,20171122,,0,0,0,1,72fdb0f803f84d2b983731b58a0d55cf
62,11776,20180718,40000.0,0,1,0,0,34f8936517d14baa92a4fb3af6c1e705
39,11777,20170901,46000.0,0,1,0,0,0d6c058f1193416781734b5886fcbc4e
56,11778,20161216,117000.0,0,1,0,0,ebbfb93885724e8db1ecdd3201eb49ee
51,11779,20180721,47000.0,0,1,0,0,d784ab2714b94720870c250c691308a0
78,11780,20180618,53000.0,0,1,0,0,2f6770821c1a401cb773d390936faf38
62,11781,20180107,96000.0,0,1,0,0,6a5ed94c6f93499a8964a7fcc34167c9
49,11782,20160207,101000.0,1,0,0,0,98d67b97a0f042ad89c3b4db85b4df27
41,11783,20180426,80000.0,0,1,0,0,f0ef4f6d585941e6a7f15e9c70772b38
42,11784,20171130,61000.0,0,1,0,0,835be7d521dd4165a8c176ab92d629f5
49,11785,20170909,80000.0,1,0,0,0,802b43a3d74c44c9b79e86b022f5f136
60,11786,20170816,74000.0,0,1,0,0,00ee2ca6421c4af0aeca60a1b3e00f6c
69,11787,20151230,119000.0,0,1,0,0,92a6eba09c12481bbe35312855cae95e
55,11788,20170508,100000.0,0,1,0,0,ff2113310abe4c6687569bdd8f028fe3
50,11789,20170930,47000.0,0,1,0,0,b0510187d53243f5830f2b98411e49ca
21,11790,20160628,38000.0,0,1,0,0,f7977eccb81b49b9ac6d2bd84cd64bb0
0,11791,20160619,,0,0,0,1,42085a2ff6b8457fbd59029593406e26
31,11792,20180209,42000.0,0,1,0,0,7b58f6fe0a654970a4299a84fc36d8be
41,11793,20180618,50000.0,0,1,0,0,b68241d73b8f4d559c0c138422a52df9
77,11794,20170504,31000.0,0,1,0,0,e5f860f9b8be49eb9efea13153eebd87
48,11795,20170627,72000.0,1,0,0,0,4a9f3922ddae423493e28b8b38c90444
34,11796,20180331,36000.0,0,1,0,0,64ebaad21838474d9ee5cab5e5f33cca
26,11797,20171026,41000.0,1,0,0,0,4961c0b5df364aafb70615a1c5203714
21,11798,20140501,42000.0,0,1,0,0,1f01b421fdb14346ba1efa9a8884d3d0
37,11799,20180223,52000.0,1,0,0,0,7d49c4c7bf1846b28fbc84151d51f458
51,11800,20180407,37000.0,0,1,0,0,523532800a0842348bf1dc1c2f3d754f
63,11801,20160220,50000.0,0,1,0,0,6fbfb3e6edb94e6eb953aeed4a7971cb
45,11802,20170604,56000.0,0,1,0,0,67093eb0f6e341f5999abc9038686bab
86,11803,20170604,96000.0,1,0,0,0,3d9a80a23be6486687c5c4433834b030
32,11804,20180711,74000.0,0,1,0,0,8b5e47fbff5841518a90dee08cf42313
60,11805,20170424,71000.0,0,1,0,0,8d689f719e0b42edb5947f381f159cb1
66,11806,20171119,86000.0,0,1,0,0,bc2aa51e67bc435e8e5c7a2eaf2c376c
46,11807,20170321,38000.0,0,1,0,0,3dc0ff03f78948c7b0c9db474bde3485
0,11808,20171206,,0,0,0,1,94d637e09b904f8db1bb28dba844133f
57,11809,20160115,86000.0,1,0,0,0,f24749a71a91425ba6bf41ba3f087a70
29,11810,20171113,54000.0,0,1,0,0,dac462b20c3d498dbf9aca07d863b6e3
63,11811,20171206,72000.0,1,0,0,0,f1c1b87f79fc49b3add7f2701e46a322
95,11812,20171007,90000.0,1,0,0,0,cf3f50557a3f47b2b129d634ea0367c4
23,11813,20170916,41000.0,0,1,0,0,2651b50d3ae04065b8ee3df543db734e
54,11814,20160821,91000.0,0,1,0,0,0056df74b63b4298809f0b375a304cf4
79,11815,20171015,78000.0,1,0,0,0,d94278bb57e3461e8537b6f267f17711
45,11816,20180108,51000.0,1,0,0,0,793a91c8f72d450294f732f60cc2071b
50,11817,20180113,71000.0,1,0,0,0,5ea46e14782047beb43f7b2a26e7d4e6
69,11818,20171104,79000.0,1,0,0,0,9b8d563583b94b4885871a509cfd7a49
75,11819,20180704,105000.0,1,0,0,0,700f2b3ea88643e0a65722cfb71f543b
53,11820,20180202,58000.0,0,1,0,0,9e7e128f54504811a60d7ccaceba0a2e
61,11821,20160501,87000.0,1,0,0,0,77bbb4f6faf4499e8652e7879c0f314c
58,11822,20131021,53000.0,0,1,0,0,cbd2e79f58364023a5cc205c9cccafc9
53,11823,20160430,108000.0,1,0,0,0,c63a6beeb6a4449f9508d029da037fea
70,11824,20180405,59000.0,1,0,0,0,a8b1605b80b7436486937f1f5d1b2a4d
61,11825,20180403,54000.0,0,1,0,0,52f580603df04b61a98368626b50dcf8
45,11826,20171208,40000.0,0,1,0,0,8ac2b458d2284e4485976925b74cb205
71,11827,20180104,77000.0,1,0,0,0,f119f4264bf141f99fbed023268d96d4
71,11828,20180510,43000.0,0,1,0,0,dba37373b11f4eef8918bf015c9161c1
54,11829,20160323,54000.0,0,1,0,0,f3845ac6e3bb4bdeb805d9087bcc96f7
0,11830,20171023,,0,0,0,1,7b25c32a41fe421dafe15366b093fdd1
70,11831,20180430,37000.0,0,1,0,0,9bf80936b4d3429aa4e85cdf39b3c369
61,11832,20180127,66000.0,0,1,0,0,59fbfecd71ad41e08c10707d9855b104
57,11833,20160217,56000.0,1,0,0,0,c7b8bb79cccd43bca48c724c43ae5601
78,11834,20170501,74000.0,0,1,0,0,7621fdd5fc4a4693a86c5f5aad73f7a4
71,11835,20170131,58000.0,1,0,0,0,5714ec08853e40f4b15a509a125ff61c
0,11836,20170426,,0,0,0,1,0d3f3f5f65b5433db4ef88f6cb518c29
74,11837,20180412,89000.0,1,0,0,0,30c4f5737b634ac2b634865329d8859e
76,11838,20160526,80000.0,1,0,0,0,3604bb2fce684eb8ba96f2c7d1fffa92
34,11839,20170413,37000.0,0,1,0,0,5e5cd2f11f6642aa9dbe82854d77ef34
49,11840,20161006,67000.0,1,0,0,0,f5205b328b564bf0a55952a8dc19ce6a
67,11841,20180218,50000.0,1,0,0,0,d56cb6d6b61648fc9525678a207c38f1
69,11842,20180724,97000.0,1,0,0,0,4ae0c58f714a414a98456d847aef9b09
58,11843,20180622,33000.0,1,0,0,0,31ec4e8ff18446ea8d2cc78d832bc089
68,11844,20151103,96000.0,1,0,0,0,5ef3411586ca469b89a28e1fa38a03bd
53,11845,20170724,112000.0,1,0,0,0,1c518fa4dd634c508d76786db0533600
25,11846,20160312,52000.0,1,0,0,0,9f28a2d7e8874cc39ef8ca04d4d53ff8
50,11847,20160609,106000.0,1,0,0,0,f67a6524092d48a788a415c453bd2e00
39,11848,20180314,34000.0,0,1,0,0,0eaa2ea23fff4edaacc67bfad21553e0
81,11849,20171229,72000.0,1,0,0,0,ce50b0b9619446b795843f06af1344eb
55,11850,20151115,97000.0,0,1,0,0,3e031fe2de2a43ccabdc881ac5d619a8
66,11851,20171125,30000.0,0,1,0,0,e5476f13ac174d3ab883a26f738d3cdd
55,11852,20171027,100000.0,1,0,0,0,512d897db7674d48b10c717f2e195e20
41,11853,20180527,52000.0,0,1,0,0,c2d51be781504a63ab0d21b0c2d0c736
62,11854,20160519,77000.0,0,1,0,0,5ce6404308c14d17b48eb0b06efd9d87
49,11855,20170819,85000.0,0,1,0,0,dcf8854b24174769bad5c4922dcd17de
58,11856,20170304,77000.0,1,0,0,0,ee887999446b4d11b717068d00f22847
46,11857,20151209,68000.0,1,0,0,0,683acb8bd8f5406ea3ee9cdf1d49c96a
67,11858,20170529,91000.0,0,1,0,0,99589ef8a7824f78adef69de2275c8fa
33,11859,20160517,64000.0,0,1,0,0,165faf21d18549ed802e14b605f6db08
42,11860,20161006,80000.0,1,0,0,0,ee131d9539e44c4aa22d218213089281
0,11861,20171104,,0,0,0,1,19922e284d024fd2961bc2d2e7172ab5
79,11862,20140704,34000.0,0,1,0,0,d85cd80ce9b249c2be34c290999075d0
56,11863,20151217,76000.0,1,0,0,0,5902c7eb48c4438c90b17439f2f6988c
28,11864,20171015,49000.0,0,1,0,0,a185c577106242908e3b27407d82ea53
45,11865,20170826,89000.0,0,1,0,0,cd6506a7e0d34ad6b596c010e5690ce8
53,11866,20160213,109000.0,1,0,0,0,c89d7d9465644288b43bd4d0cce1622e
57,11867,20160304,66000.0,0,1,0,0,a4b50cb72c8643c59e9204b10309955c
58,11868,20150126,47000.0,0,1,0,0,1dd1b1640ba24bd0807997b9f924d0a6
70,11869,20170519,107000.0,1,0,0,0,cabe4c65156b43039a30511ec6bfdfae
54,11870,20160430,77000.0,0,1,0,0,82402ee635014ca1b864a7c13eee33ed
28,11871,20170131,70000.0,0,1,0,0,5ce0eac0d7fa4bf8bf8d190dc85001d6
43,11872,20151212,85000.0,0,1,0,0,c03e92c14ebd48f9b3d247ed6b732069
19,11873,20130824,73000.0,0,1,0,0,5807ddcd40ce4cd588ae5f58e7ed76b7
51,11874,20150723,68000.0,0,1,0,0,bfc014b0cf3f467b903b0b5e982ae6fe
0,11875,20170226,,0,0,0,1,22e48d2f671b4bcd97de9a51363ac680
0,11876,20180323,,0,0,0,1,b7e0b2b278794fa8af656a8cd8075124
35,11877,20171207,72000.0,0,1,0,0,ccef05445ed64a0ab02bb9ac14da586d
61,11878,20160316,90000.0,1,0,0,0,f5333feb73b4486da78c28935cc0a3e8
45,11879,20160528,84000.0,0,1,0,0,03019e49a5164723ae527bbd6949e0c1
40,11880,20150118,54000.0,1,0,0,0,def4837ebbf546ffb3a7966edc8fdba8
19,11881,20180609,61000.0,1,0,0,0,ff56a64e9a0e4bf5919723f31bce5965
32,11882,20171124,40000.0,0,1,0,0,76572f8a2bf44a3f93a2d6cd9693bc86
56,11883,20171211,64000.0,0,1,0,0,df6c3795942946069322e7450a2f7514
63,11884,20180427,63000.0,1,0,0,0,e1ecb71d858d40109db63dcb7ddad876
81,11885,20171025,40000.0,0,1,0,0,dd90730950e5475e948e04232c67bea9
28,11886,20180703,73000.0,1,0,0,0,3959ea9e1eb04b949624159af55ea993
56,11887,20140519,90000.0,0,1,0,0,a400237df33c4cb7a103a91607f6379b
36,11888,20161026,61000.0,0,1,0,0,21c0a28f6b8c4de08536ecf97aea4286
45,11889,20180125,88000.0,0,1,0,0,00d91c5919514448bc4f718e4e3f26ab
62,11890,20170821,51000.0,1,0,0,0,456f5d7fe4f14732b01a85b3a584ab82
0,11891,20170312,,0,0,0,1,0d22a83650df410d978e9ae2a3f94152
0,11892,20170908,,0,0,0,1,cabf3a5898694a0b83f7ba8de7e20b23
49,11893,20170527,62000.0,1,0,0,0,ca79af95af5f48d7b907bd96faf98594
41,11894,20170822,81000.0,0,1,0,0,d832770fefbb42ba8a4ecdbec3dadaeb
58,11895,20161217,116000.0,1,0,0,0,88f63e6b5de440cfa91a609403fc6993
0,11896,20160105,,0,0,0,1,19fc24db285b41b8b91546f8ba7a1557
79,11897,20180328,88000.0,1,0,0,0,caec34d1e46a4caa9b37e06aa3227515
93,11898,20171017,52000.0,0,1,0,0,faf27120886b4938ab09ea2a98122b01
68,11899,20151223,82000.0,1,0,0,0,431a9ec074b44e80886ba3dfed6dfe2f
50,11900,20160328,97000.0,1,0,0,0,36db5f33ad944cb095d20ecbdede53f9
49,11901,20170806,50000.0,0,1,0,0,b931aafabb314da6b06091b3d6313b7c
68,11902,20161016,104000.0,1,0,0,0,71a5dd25d3704dafa598b9cc2ca7028a
0,11903,20171002,,0,0,0,1,9340b5fb0b094bf290db110aff473d5b
58,11904,20161020,78000.0,1,0,0,0,3045af4e98794a04a5542d3eac939b1f
54,11905,20170415,53000.0,1,0,0,0,35d9949d3e214b24b3cba6e45ef2552c
76,11906,20170507,99000.0,1,0,0,0,eb5db7f1468847288b3caa2600d33eeb
0,11907,20170223,,0,0,0,1,2f540b11a67245fa8256ff903498b2e5
22,11908,20180211,31000.0,0,1,0,0,dd44e6a1f6f540298af26a842d134262
0,11909,20150910,,0,0,0,1,da86d73d929143cbbdee3f82b40bba0f
62,11910,20150319,75000.0,0,1,0,0,183c40dad627489f9826f5cd85f5649a
43,11911,20180713,38000.0,0,1,0,0,26dc576d0d0746ddb3c3fd18dce6c904
49,11912,20180618,95000.0,1,0,0,0,81490637e5c04c5295e735deed02fe33
50,11913,20171212,75000.0,1,0,0,0,9ecb1e3ad71745a1a4c83cc86c361d6f
71,11914,20160212,66000.0,0,1,0,0,1af61b6a58934ebd85f84ffcaedb52a2
60,11915,20180317,46000.0,0,1,0,0,c46ed73da4564845b40f2d0ff116bb00
79,11916,20160511,33000.0,0,1,0,0,685a085e74d0496a82def0e0962289ab
24,11917,20140710,54000.0,0,1,0,0,ba0d778f5c5045d499cf42eeaa9f995e
52,11918,20170517,53000.0,1,0,0,0,e5cf4516ab4c477eaf6db1265f3f658e
20,11919,20160824,30000.0,1,0,0,0,07dc543bf5d24eb9893c1a3f199f275f
25,11920,20180201,32000.0,0,0,1,0,d499c6d63b884b83b3c06acf4fe8bd7b
0,11921,20170305,,0,0,0,1,b4869c96c07e4be3aa9f2fc6027fe098
19,11922,20180126,37000.0,0,1,0,0,4958530655ba44628943a75680c4c376
78,11923,20170910,30000.0,1,0,0,0,eb14e3cf1add4b4791304fa21d02a390
0,11924,20180303,,0,0,0,1,695d4738abe7406da6966df59a1cd4fc
66,11925,20140303,82000.0,0,1,0,0,097be133b42b4be1963a109e7ab62417
46,11926,20171004,65000.0,0,1,0,0,144f2b2e5def415b88d3de6b10461d26
46,11927,20160929,55000.0,0,1,0,0,b520db478ee1410f900df7ca10e89bd6
64,11928,20170611,111000.0,1,0,0,0,2851967ed02f4f49a2c8f7ce6b84a8a1
31,11929,20151104,38000.0,1,0,0,0,396722966f6e42479c777091550e49df
69,11930,20141201,39000.0,0,1,0,0,3e84b6633c9d4f41b7168799859a3398
0,11931,20180528,,0,0,0,1,9bc8a8602e6b42e2b36162f859ec2380
46,11932,20170819,100000.0,1,0,0,0,66cc4672d6b6417aadd7ce75c6ce7b63
0,11933,20180115,,0,0,0,1,ca1896b11ef042ed9702c3b5ebbae538
72,11934,20160621,71000.0,0,1,0,0,4c145c0fd7cd47b2bb246e3ef9ee7f64
70,11935,20171108,47000.0,0,1,0,0,3157f795b27c49218a5869d850a62807
45,11936,20170127,62000.0,1,0,0,0,06546973bb7942f9bac814496d70678c
60,11937,20180210,49000.0,0,1,0,0,3f4c69d24e2948b996d6417f98514c98
54,11938,20171125,62000.0,1,0,0,0,a544aceab61c444992a5b27958d39528
60,11939,20180109,64000.0,0,1,0,0,18f2c2bbef9f448388485fe6388cf18e
75,11940,20161003,58000.0,1,0,0,0,ee5fd363f45e40b8a143c5ff2558e41a
23,11941,20170321,56000.0,0,1,0,0,d655397f93744375b4674b0af19ee281
68,11942,20180724,54000.0,1,0,0,0,9450feebfb534f2dae72bc53b227472c
19,11943,20160909,60000.0,1,0,0,0,5af71c1246834a02b6d671e3b93f8695
68,11944,20180128,79000.0,0,1,0,0,6d1db7102dbd4acbacc4f40b25cee1d8
33,11945,20170126,63000.0,0,1,0,0,95765fd88ae6450e804c6faeb77b45be
0,11946,20180208,,0,0,0,1,36b0760c24574d1e82629a9d881b4ef7
55,11947,20180512,92000.0,0,1,0,0,8e8a1561333e474ab3bfe339f06be078
75,11948,20171005,82000.0,1,0,0,0,66d1029a42db4fe0a4367a7b940fd25f
20,11949,20150822,58000.0,0,1,0,0,69745775e68245c59f9d7b04f60ec04d
0,11950,20160625,,0,0,0,1,2a18130a7d8e4824a57f2a9ef8c9920b
49,11951,20180331,61000.0,0,1,0,0,62dbec024c124381a31d36ee1b09c74b
72,11952,20171101,71000.0,0,1,0,0,a3eb2210163d428193f42baa491273ba
35,11953,20180531,65000.0,1,0,0,0,a906be760afd4edb815302cab24a60d6
53,11954,20160425,97000.0,0,1,0,0,db497e6b889245068664ca614733fca5
72,11955,20150817,75000.0,1,0,0,0,cc8fcfa712614a56a2932b2d6f70d319
60,11956,20170803,35000.0,1,0,0,0,db88c27ccf9b42abbab82f341093ed56
38,11957,20170912,73000.0,0,1,0,0,e511404aea544e9d922cf34fef1e134f
76,11958,20160906,115000.0,0,1,0,0,ffa81afacde642a3a51a7cd99f8d2cd7
22,11959,20180102,72000.0,0,1,0,0,d1c534d5e28647a79c5e6515ab9c7af4
55,11960,20170701,75000.0,1,0,0,0,783ff751a56c454ba0b2777a4f4e8c4f
69,11961,20170406,109000.0,1,0,0,0,7da25b87262f4c75bac253cf5e5d9039
0,11962,20170621,,0,0,0,1,8b46b5a99dfe41b7ad858996521514df
58,11963,20161230,95000.0,0,1,0,0,9a4139ff6d45459c9ea4212bb2ce3084
55,11964,20180709,43000.0,0,1,0,0,e47c87c0fb5b4893ba3b55991321dcaf
35,11965,20171022,40000.0,0,1,0,0,436320ed13aa4d0b9bab3363e5e3c1ee
31,11966,20180714,43000.0,0,1,0,0,9ee6d43d9b3943e1aa01a848121d42d4
66,11967,20160328,35000.0,0,1,0,0,1a70d2330cbe4f6cb1eb1a8cc6e8b214
0,11968,20151006,,0,0,0,1,6ee7b5ff797d43c2bc9f23f0fa69c524
68,11969,20160808,69000.0,1,0,0,0,9bfeb65da0cf4bca95da96ef8684ace4
42,11970,20180324,96000.0,1,0,0,0,ad272b2a69e44f9d8aa5959cc743b69d
23,11971,20171013,48000.0,0,1,0,0,d1964a77dd594a59948acdfef291f2a3
42,11972,20170912,50000.0,1,0,0,0,0225045e245f4b7289cc55c0b5870ae2
0,11973,20160813,,0,0,0,1,812ca7f271cb4cf88417ece7a73092f4
74,11974,20151211,79000.0,1,0,0,0,c2ad626e0bd7413299e7a7b8f10e121f
54,11975,20160612,48000.0,1,0,0,0,892a5522371f4e199fc5b9cc514c1ff9
68,11976,20180621,80000.0,0,1,0,0,b351d64b3bcb4b3798e509db5d94666c
70,11977,20171217,111000.0,0,1,0,0,5f09a6df644648f8bd5a7160b9b44487
77,11978,20170208,71000.0,1,0,0,0,277bbd0786eb43818805598ba5640253
51,11979,20160415,48000.0,0,1,0,0,15da75aeaaa14963b2caaf00d3f69457
0,11980,20170226,,0,0,0,1,73c672ec522045fbae5a0a6864214fcd
52,11981,20151108,73000.0,0,1,0,0,abb7d3c2fc1245e485bd35e77d751148
39,11982,20161213,32000.0,1,0,0,0,9ad81fe319ba406c96f2469926aac077
45,11983,20161118,45000.0,0,1,0,0,abe02169c49f4e1bba9dae55d654ce1a
0,11984,20180504,,0,0,0,1,4cb518898aef4295b7a86ef86580f4dc
57,11985,20160527,64000.0,1,0,0,0,a8eeba0c07d04ce481e01e28722acfa2
47,11986,20180326,79000.0,1,0,0,0,f33a320300b54cc7977f7ffffd1c9abb
70,11987,20170830,41000.0,0,1,0,0,1ae03282faed4ef5b54c17dabaa4e03e
56,11988,20180219,52000.0,0,1,0,0,c72b15cf7f9a42a8ac927c377b759866
45,11989,20160623,32000.0,0,1,0,0,a207f16edd394f6f8d71531dd444f5f6
57,11990,20160827,32000.0,1,0,0,0,99529ff084d04e7c96ddfb73cc28777b
41,11991,20170801,68000.0,1,0,0,0,867ec930f3d34fd3a907b5ef074b2c39
47,11992,20170507,77000.0,0,1,0,0,546aa883983743f88d20c6c2d3f8f990
23,11993,20160403,54000.0,1,0,0,0,b852a70398944c528bf648b76165190b
80,11994,20170930,79000.0,1,0,0,0,a69eb8104d3547e381fe5f982db98189
85,11995,20171209,77000.0,1,0,0,0,22bf244c38734ce38a6e8d99499bc504
56,11996,20180130,77000.0,1,0,0,0,b551e33de83147b694ff2ebf4d52d226
50,11997,20171028,67000.0,0,1,0,0,7a15a54a09f9428b95690ad0ccddd751
71,11998,20170227,88000.0,0,1,0,0,5903d05c8a724ebba7dacad6d6f8cd89
55,11999,20170327,64000.0,0,1,0,0,63f1bfb1a79949bf9bc0d0b8b184fe4e
61,12000,20170505,39000.0,0,1,0,0,173b015909cc4dd5b74baaf3320a1646
0,12001,20170223,,0,0,0,1,624c09e749c841b8a75d32a464c8cc50
46,12002,20170425,81000.0,0,1,0,0,73dba771a9354118b7bcd1832c55545f
68,12003,20150210,70000.0,0,1,0,0,0a34323c7f254960979fb7c6cafa6b3c
0,12004,20151012,,0,0,0,1,69b1b12593b843b5950b4d9db0866444
73,12005,20180213,94000.0,1,0,0,0,99ffa82129904cd6adabcdfe02072904
84,12006,20161006,97000.0,1,0,0,0,6155e0b447074e4a98c4b78e26686246
54,12007,20180506,78000.0,0,1,0,0,5443eb16574045d7a7c3b4b2d990944d
72,12008,20170701,50000.0,0,1,0,0,d396390832de4547b5d8f49338e3161d
32,12009,20180203,74000.0,1,0,0,0,5efdbcebe71146e18c5a228906e0a231
46,12010,20160406,41000.0,0,1,0,0,d17e1e62ec1d44239803e0aebe2c0949
61,12011,20180224,52000.0,1,0,0,0,168137b38a0541e19ad0f6bf8c550602
55,12012,20160707,44000.0,0,1,0,0,9276c945535641e298e84ef79f821851
71,12013,20170529,95000.0,1,0,0,0,1d1798e8389c4012aaaa7cbebd529bc4
26,12014,20171112,32000.0,0,1,0,0,9bc8c50983254bb3a5c309769d7cc49a
21,12015,20160213,73000.0,0,1,0,0,6f6778a3d3ac40b1bc13893c226a3f97
24,12016,20131013,42000.0,1,0,0,0,9bd28ae809bb435b83f5bd94ed9aee4c
19,12017,20180208,45000.0,0,1,0,0,2317e6d093a94ffd88614160e828c3e3
44,12018,20180531,71000.0,0,1,0,0,ceb2e8c354b146c0b3c73ed2ead33163
57,12019,20170415,80000.0,0,1,0,0,00fac72fd6ad448e8019b175267023df
30,12020,20131107,32000.0,0,1,0,0,7f59f46597664378baf74b05de3a0e9e
41,12021,20150816,60000.0,0,1,0,0,79b174cbc5004c84a5ade3eab1aa409a
0,12022,20150815,,0,0,0,1,a99417934b694273bb5991d6897ee1f8
0,12023,20170928,,0,0,0,1,4b5cbea8f0364a9bb50308c8b6dc2e73
65,12024,20160524,116000.0,1,0,0,0,28e8bc827dff4f0c92164efa3dd48804
0,12025,20160111,,0,0,0,1,d24693b4f6d141538c41138995cf1ade
52,12026,20161003,66000.0,1,0,0,0,7a9b77c89125493fac8428c5935fbe9f
63,12027,20131005,100000.0,1,0,0,0,a93d5f9848424627b8c88926f437035f
64,12028,20151224,89000.0,0,1,0,0,4a3579f62ba94e8eb1cc6657d51a5deb
0,12029,20170906,,0,0,0,1,09144b1952844d96b356b7aae28ec80d
73,12030,20151220,80000.0,0,1,0,0,88bdb42252694d1e8f404c78d332d582
0,12031,20151226,,0,0,0,1,6331a277483846d79c90feda3a4dcd43
73,12032,20180426,56000.0,1,0,0,0,0a16939f97dd42e39272e5ea36163a64
62,12033,20161223,56000.0,1,0,0,0,0f6cf9619c4341e89a099e951300a2ea
52,12034,20150718,71000.0,0,1,0,0,0a56a31dc8614353abf47c5a027e657b
64,12035,20180118,112000.0,1,0,0,0,22bf8639f8ec4434964afdd5a74209ab
73,12036,20171014,63000.0,0,1,0,0,d4d71938f85e4ee49b5c6d785e7aebe1
82,12037,20170914,88000.0,1,0,0,0,2defab656c8242e09e7ded6bcba9854f
80,12038,20160207,95000.0,1,0,0,0,85da22ce7b74421090ebe459efef9958
49,12039,20160418,32000.0,0,1,0,0,f8d5bbfd39f541888eddc357a8e4e6e2
43,12040,20171208,68000.0,1,0,0,0,5acab800ef7f495a91fde113f8924f6f
42,12041,20171130,48000.0,0,1,0,0,feed77a618d24d6dbd22913fc6601803
54,12042,20180317,83000.0,0,1,0,0,46d35f0ae7b8436cb23ae3b2af0296f4
33,12043,20180317,37000.0,0,1,0,0,198ef6216d2a4db2b1661c351d91cbc1
33,12044,20180310,39000.0,0,1,0,0,d29e810a0e4242819eb95cd926d641ce
79,12045,20161005,77000.0,0,1,0,0,747f706b685144b29bbc8a0f209432ec
43,12046,20160719,95000.0,1,0,0,0,3548505401f44bc79c3f71980d8731fe
64,12047,20180529,59000.0,1,0,0,0,0cfa52f4335642c9a7602854eb509d9c
61,12048,20170428,34000.0,1,0,0,0,62b56c5998d74cb88df21747d7c50dba
48,12049,20180212,79000.0,1,0,0,0,6746ff7ff11040338898c98b10c84d05
67,12050,20180402,52000.0,0,1,0,0,cf8ef0d0430f4dd7a869f2eef126d39e
45,12051,20180709,47000.0,1,0,0,0,87b78dddf0c6444bb3f435a91fcbe238
71,12052,20171013,67000.0,0,1,0,0,eb86c7d952da4dafa77cb17caceb0c18
60,12053,20180204,74000.0,0,1,0,0,971c5342cb5d46ea93cb480f3b31dac8
89,12054,20160509,52000.0,0,1,0,0,5bfda10afe2846a6980b72988b28d144
71,12055,20160705,34000.0,1,0,0,0,b797b614e6514d55af41629b9d3f2ba2
73,12056,20170930,71000.0,1,0,0,0,e7c0a2248ed3430e99b568efd21ad642
62,12057,20131017,58000.0,0,1,0,0,2cdf3535ec3844369a583321b0ef363d
18,12058,20171208,51000.0,0,1,0,0,2a01fc19e5c942efa247588405f43b7a
38,12059,20170827,66000.0,0,1,0,0,023a42cf62f742b795a975d56955e220
0,12060,20171229,,0,0,0,1,6388786261eb42808f79e71509fb4855
51,12061,20160314,84000.0,0,1,0,0,773305e8c17e45558a5e03c86826b116
62,12062,20171128,66000.0,1,0,0,0,f56d6ab254de4944ab80622884fa1d4d
0,12063,20171107,,0,0,0,1,3a224439e19e4c2096262bab837a3773
0,12064,20171002,,0,0,0,1,9d960e161d7f4cef86d30f3cc63dd85d
77,12065,20170807,58000.0,1,0,0,0,c99f2747263b49b695a55e324d1a2c9a
24,12066,20160622,57000.0,0,1,0,0,2f82a2f3eaf54975839e12f4b7dba1ed
87,12067,20180717,77000.0,1,0,0,0,01ab25c31f034f85bc4ac9d286fb7a76
